37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,25,26,27,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,4,10,9,10,9,9,10,11
37,37,37,18,21,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,29,2,19,4,57,26,21,33
37,37,37,15,46,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,63,48,37,37,39,10,52,50
37,37,37,61,3,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,19,23,29,35,32,42,44,63
37,37,37,50,40,29,37,37,37,37,37,37,37,37,37,37,37,37,37,37,41,20,26,58,38,24,14,53,35,27
37,37,37,25,33,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,0,1,2,3,4,41,41,44,60,5
37,37,37,35,12,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,8,9,10,11,12,26,9,10,10,16
37,37,39,63,53,1,37,37,37,37,63,28,5,37,37,37,37,37,37,37,16,17,18,19,20,22,30,5,7,55
9,21,58,29,24,49,54,36,31,46,25,61,51,37,37,37,37,37,37,37,24,25,26,27,28,42,14,50,50,37
17,1,27,51,49,59,34,51,34,5,46,12,37,37,37,37,37,37,37,37,32,33,34,35,36,17,11,24,1,37
25,37,46,37,37,37,37,37,44,61,59,44,37,37,37,37,37,37,37,37,37,37,37,37,37,29,21,26,28,37
37,37,37,37,37,37,37,37,37,21,56,59,27,37,37,63,37,22,37,37,37,37,37,37,37,37,21,45,37,37
37,37,37,37,37,37,37,37,37,37,5,7,3,19,63,41,44,15,7,55,1,34,6,32,46,50,0,24,37,37
37,37,37,37,37,37,37,37,37,37,20,47,63,10,47,26,1,10,0,7,35,4,3,20,33,44,33,7,37,37
37,37,37,37,37,37,37,37,37,46,13,19,37,37,37,50,37,37,37,37,37,31,37,37,21,37,37,37,37,37
37,37,37,37,37,37,37,37,37,11,2,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,61,51,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,58,55,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,25,26,27,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
